Country Name;Country Code;Indicator Name;Indicator Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Lower middle income;LMC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.746,28 ; 1.770,99 ; 1.814,21 ; 1.832,80 ; 1.868,68 ; 1.950,17 ; 2.052,65 ; 2.119,36 ; 2.197,64 ; 2.311,71 ; 2.420,38 ; 2.540,56 ; 2.648,01 ; 2.824,59 ; 3.058,24 ; 3.308,66 ; 3.586,33 ; 3.873,30 ; 4.045,63 ; 4.212,26 ; 4.479,93 ; 4.719,16 ; 5.049,30 ; 5.277,77 ; 5.444,91 ; 5.613,96 ; 5.857,29 ; 6.129,09 ; 6.518,29 ; 6.833,78 
Low & middle income;LMY;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.536,59 ; 2.634,34 ; 2.703,79 ; 2.797,65 ; 2.891,10 ; 3.025,67 ; 3.193,88 ; 3.352,39 ; 3.374,88 ; 3.501,65 ; 3.728,47 ; 3.901,10 ; 4.086,34 ; 4.354,03 ; 4.754,61 ; 5.197,02 ; 5.766,32 ; 6.345,83 ; 6.820,16 ; 7.020,85 ; 7.544,02 ; 8.086,94 ; 8.553,20 ; 8.946,51 ; 9.213,07 ; 9.278,37 ; 9.563,19 ; 10.022,89 ; 10.646,26 ; 11.120,06 
Lesotho;LSO;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 813,24 ; 879,29 ; 940,44 ; 974,66 ; 1.032,85 ; 1.067,83 ; 1.127,05 ; 1.168,56 ; 1.182,18 ; 1.191,70 ; 1.257,42 ; 1.328,85 ; 1.363,60 ; 1.460,51 ; 1.534,65 ; 1.645,36 ; 1.772,34 ; 1.910,81 ; 2.079,04 ; 2.136,80 ; 2.173,57 ; 2.328,23 ; 2.354,10 ; 2.621,94 ; 2.871,68 ; 3.093,71 ; 3.063,03 ; 2.783,12 ; 2.813,40 ; 2.882,42 
Late-demographic dividend;LTE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.866,65 ; 2.963,16 ; 3.026,41 ; 3.202,55 ; 3.385,59 ; 3.615,23 ; 3.835,09 ; 4.067,64 ; 4.178,06 ; 4.387,45 ; 4.767,26 ; 5.087,24 ; 5.459,57 ; 5.931,67 ; 6.549,24 ; 7.253,62 ; 8.256,51 ; 9.287,64 ; 10.228,42 ; 10.624,13 ; 11.553,38 ; 12.619,99 ; 13.474,03 ; 14.219,84 ; 14.708,18 ; 14.732,42 ; 15.180,88 ; 16.027,52 ; 17.232,24 ; 18.215,71 
Lithuania;LTU;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;; 5.922,33 ; 6.376,14 ; 7.068,32 ; 7.762,97 ; 7.821,64 ; 8.459,61 ; 9.451,72 ; 10.494,35 ; 12.067,90 ; 13.031,53 ; 14.526,08 ; 16.481,79 ; 19.094,20 ; 20.744,07 ; 18.159,68 ; 20.053,90 ; 22.823,95 ; 24.645,69 ; 26.679,98 ; 28.156,19 ; 28.823,82 ; 30.924,93 ; 33.821,20 ; 35.831,86 ; 38.214,21 
Luxembourg;LUX;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 29.656,33 ; 32.866,22 ; 33.775,22 ; 35.547,44 ; 37.183,92 ; 39.624,42 ; 41.322,56 ; 42.836,16 ; 44.396,39 ; 50.627,93 ; 55.361,93 ; 55.895,38 ; 58.771,51 ; 60.040,23 ; 64.051,83 ; 68.220,06 ; 77.938,20 ; 83.975,64 ; 86.693,90 ; 82.340,49 ; 85.677,63 ; 92.005,02 ; 91.622,18 ; 95.590,54 ; 101.297,58 ; 103.750,78 ; 110.649,70 ; 112.822,61 ; 116.786,48 ; 121.292,74 
Latvia;LVA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;; 5.489,76 ; 5.776,00 ; 6.465,94 ; 7.047,96 ; 7.390,39 ; 8.017,57 ; 9.018,47 ; 10.052,60 ; 11.011,11 ; 12.199,21 ; 13.836,86 ; 15.742,43 ; 18.125,98 ; 19.466,07 ; 16.936,93 ; 17.600,42 ; 19.789,48 ; 21.291,23 ; 22.692,81 ; 23.844,30 ; 24.830,92 ; 26.404,53 ; 28.488,92 ; 30.644,61 ; 32.204,46 
Macao SAR, China;MAC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 27.082,02 ; 28.216,51 ; 31.913,74 ; 33.632,15 ; 35.090,70 ; 36.266,98 ; 36.041,37 ; 35.833,55 ; 33.882,98 ; 32.858,03 ; 34.742,67 ; 35.683,20 ; 38.533,17 ; 42.742,09 ; 54.287,86 ; 59.079,79 ; 67.443,49 ; 77.578,05 ; 80.068,56 ; 80.011,79 ; 99.166,90 ; 120.358,93 ; 133.521,44 ; 153.609,84 ; 154.095,70 ; 117.110,19 ; 115.698,06 ; 126.918,23 ; 135.020,78 ; 129.103,01 
St. Martin (French part);MAF;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.549,08 ; 2.774,44 ; 2.729,06 ; 2.725,60 ; 3.028,39 ; 2.879,88 ; 3.248,06 ; 3.208,42 ; 3.434,53 ; 3.477,88 ; 3.579,35 ; 3.878,29 ; 4.014,24 ; 4.281,40 ; 4.553,56 ; 4.793,27 ; 5.250,52 ; 5.516,87 ; 5.886,67 ; 6.107,38 ; 6.332,12 ; 6.712,33 ; 6.702,42 ; 6.916,02 ; 6.609,61 ; 7.024,96 ; 7.113,00 ; 7.314,15 ; 7.613,14 ; 7.826,17 
Monaco;MCO;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova;MDA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;; 3.186,28 ; 3.060,05 ; 3.175,81 ; 3.002,66 ; 2.948,04 ; 3.083,74 ; 3.351,09 ; 3.678,13 ; 4.004,96 ; 4.428,07 ; 4.920,41 ; 5.327,43 ; 5.647,73 ; 6.218,50 ; 5.897,39 ; 6.396,09 ; 6.913,60 ; 7.363,16 ; 8.381,67 ; 8.827,05 ; 9.254,85 ; 10.610,48 ; 11.651,32 ; 12.665,00 ; 13.574,05 
Madagascar;MDG;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.212,98 ; 1.141,06 ; 1.146,43 ; 1.162,87 ; 1.151,67 ; 1.159,28 ; 1.168,87 ; 1.194,69 ; 1.216,38 ; 1.251,88 ; 1.295,85 ; 1.360,82 ; 1.174,41 ; 1.274,20 ; 1.336,77 ; 1.401,93 ; 1.478,50 ; 1.559,23 ; 1.648,50 ; 1.550,58 ; 1.534,89 ; 1.548,33 ; 1.530,93 ; 1.535,49 ; 1.555,82 ; 1.546,84 ; 1.606,67 ; 1.584,42 ; 1.651,17 ; 1.714,45 
Maldives;MDV;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;; 6.178,42 ; 6.653,92 ; 7.207,52 ; 7.700,28 ; 8.140,07 ; 8.460,49 ; 8.104,71 ; 8.594,75 ; 9.678,55 ; 10.248,25 ; 8.940,43 ; 11.336,64 ; 12.251,77 ; 13.345,01 ; 12.123,62 ; 12.712,20 ; 13.542,93 ; 13.690,53 ; 14.774,15 ; 15.993,17 ; 16.768,70 ; 17.411,05 ; 17.988,69 ; 18.945,26 ; 19.698,24 
Middle East & North Africa;MEA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 7.753,38 ; 8.488,34 ; 8.922,82 ; 9.137,21 ; 9.317,33 ; 9.503,52 ; 9.923,67 ; 10.222,33 ; 10.631,68 ; 10.775,88 ; 11.425,97 ; 11.609,48 ; 11.774,62 ; 12.369,57 ; 13.462,86 ; 14.257,48 ; 15.201,37 ; 16.062,01 ; 16.742,70 ; 16.636,90 ; 17.316,04 ; 17.905,13 ; 18.489,49 ; 18.369,93 ; 18.063,07 ; 16.283,35 ; 15.931,46 ; 16.573,71 ; 17.106,75 ; 17.471,18 
Mexico;MEX;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 8.081,84 ; 8.559,90 ; 8.936,05 ; 8.555,64 ; 9.014,38 ; 8.482,61 ; 9.076,09 ; 9.712,09 ; 10.173,17 ; 10.448,82 ; 11.089,81 ; 11.129,87 ; 11.187,48 ; 11.482,45 ; 12.085,76 ; 12.657,64 ; 13.808,18 ; 14.290,07 ; 14.924,82 ; 14.558,24 ; 15.260,62 ; 16.520,26 ; 17.162,93 ; 17.373,90 ; 18.045,98 ; 18.284,88 ; 19.314,26 ; 19.795,87 ; 20.396,48 ; 20.410,71 
Marshall Islands;MHL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.998,49 ; 2.019,49 ; 2.175,21 ; 2.332,73 ; 2.503,29 ; 2.752,43 ; 2.510,27 ; 2.392,90 ; 2.404,48 ; 2.405,38 ; 2.476,25 ; 2.668,13 ; 2.760,84 ; 2.710,47 ; 2.757,25 ; 2.866,94 ; 2.946,30 ; 3.093,47 ; 2.934,23 ; 2.995,23 ; 3.252,37 ; 3.285,58 ; 3.258,50 ; 3.425,60 ; 3.443,03 ; 3.519,22 ; 3.585,71 ; 3.780,94 ; 3.986,07 ;
Middle income;MIC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.663,29 ; 2.769,05 ; 2.847,04 ; 2.950,00 ; 3.053,13 ; 3.198,11 ; 3.379,31 ; 3.550,35 ; 3.576,06 ; 3.714,36 ; 3.960,94 ; 4.148,21 ; 4.351,11 ; 4.643,05 ; 5.078,99 ; 5.559,69 ; 6.179,96 ; 6.811,95 ; 7.332,05 ; 7.556,28 ; 8.132,69 ; 8.734,73 ; 9.258,70 ; 9.694,62 ; 9.987,73 ; 10.063,65 ; 10.386,75 ; 10.901,88 ; 11.599,58 ; 12.134,62 
North Macedonia;MKD;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 5.526,36 ; 5.368,57 ; 5.142,40 ; 4.882,41 ; 4.904,74 ; 4.947,90 ; 5.082,34 ; 5.217,79 ; 5.435,75 ; 5.703,95 ; 6.128,54 ; 6.028,88 ; 6.305,37 ; 6.502,73 ; 7.080,16 ; 7.759,72 ; 8.583,38 ; 9.242,31 ; 10.417,96 ; 10.922,76 ; 11.282,25 ; 11.611,25 ; 11.839,71 ; 12.653,55 ; 13.368,18 ; 13.831,12 ; 14.983,17 ; 15.528,91 ; 16.517,50 ; 17.814,86 
Mali;MLI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 804,23 ; 909,10 ; 878,05 ; 903,20 ; 931,95 ; 935,14 ; 993,34 ; 1.032,32 ; 1.094,13 ; 1.142,07 ; 1.134,54 ; 1.299,11 ; 1.320,21 ; 1.422,56 ; 1.437,30 ; 1.528,69 ; 1.594,97 ; 1.639,39 ; 1.693,72 ; 1.731,27 ; 1.787,16 ; 1.826,65 ; 1.763,84 ; 1.812,97 ; 1.915,37 ; 2.032,67 ; 2.188,08 ; 2.248,26 ; 2.336,98 ; 2.423,83 
Malta;MLT;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 9.335,81 ; 9.982,67 ; 10.579,41 ; 11.202,88 ; 11.976,18 ; 12.912,48 ; 13.668,09 ; 15.126,64 ; 15.868,61 ; 16.962,23 ; 18.289,72 ; 18.419,34 ; 19.584,61 ; 20.781,60 ; 21.336,32 ; 22.263,78 ; 23.219,92 ; 24.891,49 ; 26.193,05 ; 26.159,43 ; 27.829,82 ; 28.601,70 ; 29.423,40 ; 31.078,44 ; 33.387,07 ; 36.083,37 ; 38.699,61 ; 41.554,94 ; 43.555,21 ; 45.651,58 
Myanmar;MMR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 425,33 ; 431,07 ; 477,65 ; 512,60 ; 556,30 ; 600,25 ; 642,57 ; 681,77 ; 720,54 ; 800,94 ; 920,66 ; 1.036,38 ; 1.167,58 ; 1.341,34 ; 1.550,91 ; 1.801,92 ; 2.084,25 ; 2.381,41 ; 2.660,18 ; 2.944,33 ; 3.243,00 ; 3.469,14 ; 3.727,14 ; 4.016,32 ; 4.245,81 ; 4.416,55 ; 4.492,02 ; 4.739,91 ; 5.147,85 ; 5.355,27 
Middle East & North Africa (excluding high income);MNA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 4.790,82 ; 5.155,26 ; 5.387,76 ; 5.537,63 ; 5.610,29 ; 5.762,15 ; 6.090,18 ; 6.286,27 ; 6.665,36 ; 6.936,43 ; 7.288,46 ; 7.486,21 ; 7.721,59 ; 7.933,66 ; 8.639,22 ; 9.152,51 ; 9.780,07 ; 10.470,30 ; 10.871,68 ; 11.041,89 ; 11.548,88 ; 11.503,46 ; 11.807,45 ; 11.694,25 ; 11.368,96 ; 10.675,71 ; 10.608,92 ; 10.897,67 ;;
Montenegro;MNE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;; 6.004,08 ; 6.773,16 ; 7.100,28 ; 7.332,83 ; 7.835,19 ; 8.313,67 ; 10.446,10 ; 12.446,42 ; 13.816,53 ; 13.034,68 ; 13.645,15 ; 14.472,48 ; 13.863,96 ; 14.870,17 ; 15.371,12 ; 16.337,14 ; 18.085,03 ; 19.627,08 ; 21.236,47 ; 22.988,68 
Mongolia;MNG;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.346,57 ; 3.110,87 ; 2.854,32 ; 2.804,74 ; 2.903,59 ; 3.129,43 ; 3.231,87 ; 3.387,68 ; 3.510,28 ; 3.638,54 ; 3.729,25 ; 3.887,63 ; 4.095,94 ; 4.418,14 ; 4.963,62 ; 5.424,24 ; 5.989,66 ; 6.689,46 ; 7.319,10 ; 7.167,24 ; 7.581,56 ; 8.912,86 ; 10.227,53 ; 10.549,86 ; 11.056,31 ; 10.767,13 ; 10.742,65 ; 11.311,79 ; 12.196,75 ; 12.819,95 
Northern Mariana Islands;MNP;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 291,49 ; 308,03 ; 285,59 ; 310,60 ; 324,92 ; 327,49 ; 359,76 ; 396,47 ; 429,81 ; 474,88 ; 478,29 ; 532,54 ; 574,14 ; 606,97 ; 653,16 ; 697,77 ; 766,70 ; 824,95 ; 877,86 ; 915,02 ; 959,06 ; 1.023,07 ; 1.035,52 ; 1.084,99 ; 1.139,05 ; 1.291,27 ; 1.363,67 ; 1.283,66 ; 1.319,97 ; 1.333,52 
Mauritania;MRT;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.639,02 ; 2.705,81 ; 2.747,32 ; 2.901,91 ; 2.800,57 ; 3.061,20 ; 3.216,24 ; 3.061,12 ; 3.101,70 ; 3.178,82 ; 3.041,07 ; 3.000,58 ; 3.005,95 ; 3.183,32 ; 3.328,11 ; 3.621,10 ; 4.290,20 ; 4.196,49 ; 4.142,72 ; 4.058,74 ; 4.092,08 ; 4.225,57 ; 4.262,06 ; 4.481,26 ; 4.295,05 ; 4.200,16 ; 4.700,10 ; 5.077,20 ; 5.161,41 ; 5.412,42 
Mauritius;MUS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 4.946,53 ; 5.283,29 ; 5.680,38 ; 6.038,47 ; 6.333,22 ; 6.685,52 ; 7.115,21 ; 7.554,37 ; 8.018,50 ; 8.241,22 ; 9.027,43 ; 9.459,23 ; 9.696,48 ; 10.386,35 ; 11.058,24 ; 11.536,88 ; 12.406,33 ; 13.407,98 ; 14.353,11 ; 14.902,35 ; 15.698,52 ; 16.653,24 ; 16.963,51 ; 17.866,31 ; 18.488,05 ; 19.229,84 ; 20.701,22 ; 21.415,12 ; 22.732,23 ; 23.942,13 
Malawi;MWI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 469,18 ; 516,64 ; 485,33 ; 543,62 ; 496,56 ; 585,85 ; 628,83 ; 648,27 ; 662,55 ; 673,30 ; 680,73 ; 644,68 ; 649,99 ; 683,13 ; 721,41 ; 748,48 ; 785,73 ; 859,90 ; 917,06 ; 972,65 ; 1.021,86 ; 1.062,95 ; 1.034,02 ; 1.108,51 ; 1.078,98 ; 1.018,94 ; 1.025,01 ; 1.037,55 ; 1.067,13 ; 1.103,64 
Malaysia;MYS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.818,40 ; 7.517,49 ; 8.159,30 ; 8.951,92 ; 9.739,13 ; 10.648,77 ; 11.627,62 ; 12.373,31 ; 11.302,46 ; 11.875,81 ; 12.913,17 ; 12.976,67 ; 13.606,05 ; 14.369,83 ; 15.450,05 ; 16.454,22 ; 17.549,60 ; 18.784,48 ; 19.695,08 ; 19.193,19 ; 20.508,75 ; 21.704,75 ; 22.985,83 ; 23.478,03 ; 24.607,71 ; 24.801,89 ; 25.546,01 ; 26.648,33 ; 28.186,70 ; 29.525,58 
North America;NAC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 23.516,63 ; 23.924,76 ; 24.935,28 ; 25.889,21 ; 27.185,72 ; 28.167,98 ; 29.374,45 ; 30.838,63 ; 32.201,46 ; 33.850,10 ; 35.643,49 ; 36.446,12 ; 37.320,59 ; 38.783,27 ; 40.936,60 ; 43.339,67 ; 45.484,41 ; 47.140,01 ; 47.587,03 ; 46.282,53 ; 47.633,44 ; 49.063,43 ; 50.683,86 ; 52.237,72 ; 54.118,10 ; 55.606,60 ; 56.778,06 ; 58.815,11 ; 61.541,98 ; 63.705,09 
Namibia;NAM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.653,94 ; 3.965,62 ; 4.231,32 ; 4.158,59 ; 4.221,19 ; 4.378,59 ; 4.502,83 ; 4.676,35 ; 4.789,84 ; 4.930,96 ; 5.127,95 ; 5.217,55 ; 5.470,34 ; 5.722,88 ; 6.499,02 ; 6.762,57 ; 7.335,15 ; 7.797,75 ; 8.012,80 ; 7.951,28 ; 8.377,43 ; 8.830,22 ; 9.341,08 ; 9.709,59 ; 10.400,77 ; 10.574,15 ; 10.372,32 ; 10.050,50 ; 10.166,34 ; 10.036,59 
New Caledonia;NCL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;NER;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 757,24 ; 756,97 ; 764,14 ; 759,62 ; 762,64 ; 769,43 ; 759,54 ; 757,09 ; 811,87 ; 794,07 ; 774,79 ; 817,89 ; 839,00 ; 844,12 ; 838,25 ; 892,13 ; 936,96 ; 955,41 ; 1.010,80 ; 998,65 ; 1.054,10 ; 1.059,69 ; 1.150,52 ; 1.119,84 ; 1.137,22 ; 1.143,27 ; 1.140,99 ; 1.161,66 ; 1.224,71 ; 1.269,60 
Nigeria;NGA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.059,13 ; 2.082,69 ; 2.173,31 ; 2.125,64 ; 2.079,13 ; 2.069,02 ; 2.141,35 ; 2.187,13 ; 2.213,02 ; 2.202,41 ; 2.306,11 ; 2.434,25 ; 2.780,79 ; 2.964,36 ; 3.241,72 ; 3.467,11 ; 3.690,84 ; 3.934,84 ; 4.170,73 ; 4.420,97 ; 4.703,21 ; 4.922,70 ; 4.982,95 ; 5.225,17 ; 5.507,17 ; 5.426,33 ; 5.234,68 ; 5.190,35 ; 5.276,72 ; 5.348,34 
Nicaragua;NIC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.975,41 ; 1.993,39 ; 2.001,23 ; 1.995,79 ; 2.061,86 ; 2.184,88 ; 2.321,44 ; 2.411,36 ; 2.486,27 ; 2.656,14 ; 2.783,26 ; 2.885,23 ; 2.911,12 ; 2.998,11 ; 3.198,37 ; 3.392,59 ; 3.590,83 ; 3.821,57 ; 3.974,76 ; 3.820,54 ; 3.981,05 ; 4.263,15 ; 4.427,93 ; 4.610,31 ; 4.941,72 ; 5.293,87 ; 5.694,04 ; 6.004,03 ; 5.829,26 ; 5.631,20 
Netherlands;NLD;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 19.139,95 ; 20.110,74 ; 20.762,39 ; 21.372,12 ; 22.339,77 ; 23.403,01 ; 24.471,65 ; 26.008,27 ; 27.708,45 ; 29.268,54 ; 31.882,76 ; 33.194,38 ; 34.447,21 ; 34.112,32 ; 35.777,31 ; 37.625,56 ; 40.964,31 ; 43.893,53 ; 46.420,20 ; 44.599,82 ; 45.074,04 ; 46.599,02 ; 47.272,10 ; 49.241,52 ; 49.233,22 ; 50.302,07 ; 52.283,16 ; 55.347,91 ; 57.565,20 ; 59.686,83 
Norway;NOR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 18.427,23 ; 19.544,69 ; 20.585,47 ; 21.544,17 ; 22.985,38 ; 24.315,97 ; 26.777,68 ; 28.599,02 ; 28.185,86 ; 30.555,05 ; 36.950,32 ; 37.780,47 ; 37.980,35 ; 38.551,55 ; 42.511,37 ; 47.797,53 ; 54.095,16 ; 55.872,43 ; 61.716,60 ; 55.417,50 ; 57.958,37 ; 62.076,74 ; 65.354,78 ; 66.961,25 ; 65.892,69 ; 60.385,12 ; 58.933,96 ; 62.940,59 ; 67.640,18 ; 66.831,87 
Nepal;NPL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 751,84 ; 805,45 ; 834,72 ; 863,50 ; 929,41 ; 957,46 ; 1.003,03 ; 1.048,38 ; 1.069,75 ; 1.111,29 ; 1.184,84 ; 1.247,79 ; 1.249,62 ; 1.304,30 ; 1.383,47 ; 1.457,55 ; 1.533,00 ; 1.608,39 ; 1.721,24 ; 1.798,35 ; 1.897,78 ; 2.001,63 ; 2.176,15 ; 2.349,63 ; 2.593,44 ; 2.633,40 ; 2.582,94 ; 3.099,31 ; 3.329,50 ; 3.558,40 
Nauru;NRU;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;; 4.390,34 ; 4.551,46 ; 4.984,02 ; 3.942,48 ; 4.887,98 ; 5.347,04 ; 5.970,74 ; 6.670,34 ; 7.407,29 ; 9.351,51 ; 11.009,45 ; 10.963,95 ; 10.974,73 ; 10.682,23 ; 11.758,10 ; 12.080,07 
New Zealand;NZL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 14.857,35 ; 14.561,10 ; 14.913,38 ; 15.956,78 ; 17.090,05 ; 17.906,59 ; 18.463,77 ; 19.136,82 ; 19.341,00 ; 20.579,37 ; 21.519,16 ; 22.500,34 ; 23.306,28 ; 23.968,40 ; 25.080,94 ; 25.677,42 ; 27.759,05 ; 29.387,58 ; 29.862,73 ; 30.703,83 ; 31.261,94 ; 32.743,90 ; 32.996,35 ; 36.231,10 ; 37.276,94 ; 37.530,04 ; 39.990,56 ; 41.493,03 ; 42.810,84 ; 43.952,55 
OECD members;OED;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 16.573,78 ; 17.204,88 ; 17.835,19 ; 18.320,84 ; 19.138,04 ; 19.922,56 ; 20.801,10 ; 21.761,35 ; 22.343,89 ; 23.214,60 ; 24.645,66 ; 25.406,29 ; 26.207,04 ; 26.963,63 ; 28.393,52 ; 29.738,73 ; 31.699,86 ; 33.238,42 ; 34.090,38 ; 33.214,32 ; 34.450,28 ; 35.873,97 ; 36.851,35 ; 38.152,28 ; 39.287,35 ; 40.408,91 ; 41.735,47 ; 43.398,11 ; 44.912,71 ; 46.466,74 
Oman;OMN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 23.593,93 ; 24.758,45 ; 26.214,30 ; 27.237,12 ; 27.870,47 ; 29.119,61 ; 30.113,68 ; 32.291,96 ; 33.486,99 ; 33.882,34 ; 36.300,40 ; 38.303,64 ; 37.823,76 ; 36.691,64 ; 37.240,05 ; 38.326,20 ; 40.486,65 ; 42.176,82 ; 44.936,47 ; 45.954,86 ; 46.076,17 ; 43.517,86 ; 44.569,89 ; 42.201,40 ; 38.811,10 ; 31.113,59 ; 28.926,14 ; 29.083,24 ; 29.268,56 ; 29.052,50 
Other small states;OSS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;; 11.157,00 ; 11.738,57 ; 12.317,73 ; 12.900,15 ; 14.248,71 ; 15.195,89 ; 17.072,37 ; 18.939,79 ; 20.493,17 ; 20.807,32 ; 22.419,86 ; 24.192,34 ; 25.302,47 ; 25.584,90 ; 25.406,73 ; 21.699,14 ; 21.159,63 ; 22.960,78 ; 23.542,58 ; 23.908,80 
Pakistan;PAK;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.923,53 ; 2.030,19 ; 2.174,96 ; 2.204,18 ; 2.271,82 ; 2.367,41 ; 2.456,69 ; 2.452,98 ; 2.472,43 ; 2.529,01 ; 2.625,26 ; 2.709,03 ; 2.753,54 ; 2.898,03 ; 3.127,69 ; 3.357,36 ; 3.579,96 ; 3.766,86 ; 3.818,07 ; 3.868,74 ; 3.890,29 ; 3.993,55 ; 4.018,70 ; 4.103,58 ; 4.238,59 ; 4.373,01 ; 4.410,09 ; 4.571,41 ; 4.851,61 ; 4.884,88 
Panama;PAN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 5.045,02 ; 5.588,89 ; 6.058,22 ; 6.406,73 ; 6.593,30 ; 6.710,58 ; 6.968,22 ; 7.393,99 ; 7.865,19 ; 8.126,99 ; 8.367,74 ; 8.435,27 ; 8.594,09 ; 8.951,67 ; 9.701,82 ; 10.527,47 ; 11.571,00 ; 13.066,84 ; 14.373,65 ; 14.405,11 ; 15.153,53 ; 16.923,92 ; 18.679,55 ; 20.809,91 ; 22.897,40 ; 25.319,23 ; 27.828,52 ; 30.454,76 ; 31.781,84 ; 32.762,49 
Peru;PER;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.361,41 ; 3.481,08 ; 3.472,64 ; 3.670,79 ; 4.132,38 ; 4.448,21 ; 4.570,92 ; 4.861,12 ; 4.811,26 ; 4.873,86 ; 5.043,27 ; 5.120,07 ; 5.423,64 ; 5.697,43 ; 6.084,90 ; 6.610,89 ; 7.262,26 ; 8.026,61 ; 8.857,87 ; 8.951,02 ; 9.730,42 ; 10.476,79 ; 10.767,68 ; 11.295,96 ; 11.510,28 ; 11.572,32 ; 12.013,38 ; 12.506,53 ; 13.084,00 ; 13.380,36 
Philippines;PHL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.665,12 ; 2.671,99 ; 2.676,09 ; 2.731,36 ; 2.844,30 ; 2.969,97 ; 3.128,63 ; 3.272,93 ; 3.218,36 ; 3.292,52 ; 3.439,54 ; 3.545,73 ; 3.657,97 ; 3.835,92 ; 4.115,77 ; 4.370,37 ; 4.657,71 ; 5.008,20 ; 5.239,73 ; 5.268,50 ; 5.626,28 ; 5.865,34 ; 6.296,83 ; 6.614,68 ; 6.960,90 ; 7.186,77 ; 7.703,75 ; 8.120,84 ; 8.717,05 ; 9.277,37 
